pressure,altitude,temperature,humidity
700.0,3152.0,9.6,49.7
700.0,3152.0,9.0,18.1
700.0,3155.0,7.4,36.3
700.0,3155.0,7.4,52.8
700.0,3155.0,8.8,53.2
700.0,3155.0,11.6,57.9
700.0,3158.0,10.8,37.3
700.0,3158.0,11.0,46.6
700.0,3158.0,7.0,24.4
700.0,3158.0,12.4,58.1
700.0,3158.0,7.4,28.7
700.0,3161.0,6.8,26.4
700.0,3161.0,5.6,65.3
700.0,3161.0,13.6,26.3
700.0,3164.0,10.0,39.9
700.0,3167.0,9.2,74.5
700.0,3170.0,7.4,24.5
700.0,3170.0,7.4,49.0
700.0,3170.0,11.2,15.9
700.0,3170.0,6.4,20.6
700.0,3173.0,6.2,24.2
700.0,3176.0,9.0,66.0
700.0,3179.0,11.6,20.3
700.0,3179.0,11.0,37.4
700.0,3191.0,11.6,66.6
700.0,3191.0,8.2,22.8
700.0,3197.0,13.0,35.3
500.0,5709.0,-4.1,80.2
500.0,5730.0,-13.1,66.0
500.0,5730.0,-12.5,91.5
500.0,5730.0,-3.9,45.7
500.0,5739.0,-6.7,62.3
500.0,5761.0,-14.1,35.4
500.0,5761.0,-5.3,78.8
500.0,5770.0,-4.7,82.6
500.0,5779.0,-4.9,78.2
500.0,5779.0,-4.5,41.9
500.0,5779.0,-3.5,78.5
500.0,5779.0,-3.1,73.8
500.0,5779.0,-4.1,53.7
500.0,5779.0,-11.7,89.3
500.0,5791.0,-3.7,77.2
500.0,5791.0,-4.3,88.6
500.0,5791.0,-2.9,58.5
500.0,5791.0,-4.9,78.8
500.0,5791.0,-3.1,27.8
500.0,5800.0,-4.3,35.5
500.0,5800.0,-5.1,67.9
500.0,5800.0,-3.3,68.3
500.0,5800.0,-6.7,44.8
500.0,5800.0,-2.1,89.4
500.0,5800.0,-4.9,77.0
500.0,5800.0,-5.3,67.8
500.0,5800.0,-4.9,77.0
500.0,5800.0,-2.7,84.8
500.0,5800.0,-2.9,54.0
500.0,5800.0,-3.9,72.6
500.0,5809.0,-3.3,88.0
500.0,5809.0,-4.9,67.9
500.0,5809.0,-4.1,70.3
500.0,5809.0,-3.1,54.0
500.0,5809.0,-4.5,58.0
500.0,5809.0,-6.9,41.1
500.0,5809.0,-3.7,81.5
500.0,5809.0,-8.3,52.4
500.0,5809.0,-11.7,72.7
500.0,5809.0,-4.1,78.4
500.0,5809.0,-10.3,23.3
500.0,5809.0,-2.5,58.6
500.0,5809.0,-4.7,89.2
500.0,5809.0,-6.7,70.3
500.0,5809.0,-4.1,73.7
500.0,5809.0,-3.1,63.2
500.0,5809.0,-3.3,58.4
500.0,5809.0,-3.1,72.2
500.0,5819.0,-1.3,50.3
500.0,5819.0,-4.5,25.1
500.0,5819.0,-5.9,18.9
500.0,5819.0,-6.1,29.4
500.0,5819.0,-12.3,30.0
500.0,5819.0,-4.7,35.4
500.0,5819.0,-3.7,97.0
500.0,5819.0,-8.7,37.2
500.0,5819.0,-8.9,28.5
500.0,5819.0,-7.3,29.0
500.0,5819.0,-2.9,33.1
500.0,5819.0,-9.1,33.9
500.0,5831.0,-5.7,29.5
500.0,5831.0,-12.1,36.1
500.0,5831.0,-10.1,28.1
500.0,5831.0,-10.9,61.2
500.0,5831.0,-1.3,68.7
500.0,5831.0,-1.9,96.4
500.0,5831.0,-3.5,73.2
500.0,5831.0,-1.5,33.5
500.0,5831.0,-1.1,86.3
500.0,5831.0,-4.3,58.1
500.0,5831.0,-2.9,72.7
500.0,5831.0,-4.5,35.4
500.0,5831.0,-3.5,49.7
500.0,5831.0,-5.3,41.6
500.0,5840.0,-3.5,68.8
500.0,5840.0,-5.9,24.7
500.0,5840.0,-9.9,30.8
500.0,5840.0,-9.3,17.9
500.0,5840.0,-3.3,88.0
500.0,5840.0,-3.3,88.0
500.0,5840.0,-4.9,20.9
500.0,5840.0,-6.9,26.7
500.0,5840.0,-3.9,84.7
500.0,5840.0,-10.1,9.8
500.0,5840.0,-2.1,23.7
500.0,5840.0,-7.5,26.5
500.0,5840.0,-8.1,24.0
500.0,5840.0,-1.7,80.6
500.0,5849.0,-4.3,62.9
500.0,5849.0,-8.1,18.2
500.0,5849.0,-2.9,30.4
500.0,5849.0,-5.1,35.2
500.0,5849.0,-0.5,31.1
500.0,5849.0,-0.5,73.2
500.0,5849.0,-8.7,40.5
500.0,5849.0,-9.1,31.1
500.0,5849.0,-3.9,68.2
500.0,5861.0,-5.1,41.7
500.0,5861.0,-3.7,88.6
500.0,5861.0,-4.5,41.9
500.0,5861.0,-5.1,35.2
500.0,5861.0,-8.9,26.0
500.0,5861.0,-1.9,63.5
500.0,5861.0,-5.1,29.7
500.0,5870.0,-5.3,49.1
500.0,5870.0,-4.3,42.0
500.0,5870.0,-3.9,49.6
500.0,5870.0,-1.1,28.5
500.0,5870.0,-4.1,30.0
500.0,5870.0,-2.9,46.0
500.0,5870.0,-3.3,63.2
500.0,5870.0,-4.5,23.0
500.0,5880.0,-4.7,29.8
500.0,5880.0,-3.9,58.2
500.0,5880.0,0.6,87.7
500.0,5880.0,-4.7,78.3
500.0,5880.0,-2.9,63.3
500.0,5880.0,-4.7,29.8
500.0,5880.0,-5.1,49.2
500.0,5880.0,-8.7,74.5
500.0,5880.0,-6.3,29.3
500.0,5880.0,-5.1,49.2
500.0,5880.0,-6.9,24.4
500.0,5889.0,-5.7,32.2
500.0,5901.0,-3.9,30.1
500.0,5901.0,-5.1,24.9
500.0,5901.0,-4.3,29.9
500.0,5910.0,-1.1,30.9
500.0,5941.0,-1.1,75.4
500.0,5941.0,-3.1,63.2
400.0,7471.0,-23.9,90.6
400.0,7501.0,-21.5,32.9
400.0,7501.0,-14.9,55.1
400.0,7501.0,-13.3,46.7
400.0,7501.0,-18.3,34.0
400.0,7501.0,-23.1,26.5
400.0,7510.0,-14.9,73.3
400.0,7510.0,-14.1,18.3
400.0,7510.0,-14.3,55.3
400.0,7510.0,-22.1,66.1
400.0,7519.0,-12.9,82.8
400.0,7519.0,-12.9,71.9
400.0,7519.0,-16.1,59.8
400.0,7519.0,-13.1,71.8
400.0,7519.0,-21.3,64.5
400.0,7529.0,-20.9,58.4
400.0,7529.0,-13.3,46.7
400.0,7529.0,-15.3,31.9
400.0,7529.0,-15.1,67.8
400.0,7529.0,-13.3,32.6
400.0,7529.0,-13.9,60.4
400.0,7529.0,-12.5,60.8
400.0,7529.0,-12.7,79.5
400.0,7541.0,-16.3,28.7
400.0,7541.0,-13.3,50.9
400.0,7541.0,-15.1,24.1
400.0,7541.0,-12.7,76.3
400.0,7541.0,-11.1,90.1
400.0,7541.0,-14.9,79.8
400.0,7541.0,-13.3,72.4
400.0,7541.0,-14.3,50.6
400.0,7541.0,-19.7,40.6
400.0,7541.0,-13.7,46.5
400.0,7541.0,-10.5,40.0
400.0,7541.0,-14.5,26.7
400.0,7550.0,-14.1,46.4
400.0,7550.0,-13.1,79.4
400.0,7550.0,-13.9,92.1
400.0,7550.0,-12.3,60.8
400.0,7550.0,-11.5,81.7
400.0,7550.0,-12.5,55.8
400.0,7550.0,-12.9,60.7
400.0,7550.0,-14.7,11.0
400.0,7550.0,-13.7,46.5
400.0,7550.0,-14.7,46.2
400.0,7550.0,-20.1,24.9
400.0,7550.0,-13.1,60.6
400.0,7559.0,-13.1,60.6
400.0,7559.0,-14.9,55.1
400.0,7559.0,-18.5,37.3
400.0,7571.0,-17.1,23.5
400.0,7571.0,-13.7,74.8
400.0,7571.0,-13.3,32.6
400.0,7571.0,-15.5,38.3
400.0,7571.0,-15.9,31.7
400.0,7571.0,-13.5,29.6
400.0,7571.0,-22.3,24.2
400.0,7571.0,-13.3,50.9
400.0,7580.0,-13.5,88.4
400.0,7580.0,-17.5,41.3
400.0,7580.0,-12.1,36.1
400.0,7580.0,-19.1,44.8
400.0,7580.0,-16.3,69.3
400.0,7580.0,-13.7,46.5
400.0,7580.0,-12.9,73.7
400.0,7580.0,-13.5,88.4
400.0,7580.0,-11.9,82.3
400.0,7580.0,-17.9,31.0
400.0,7590.0,-18.9,30.7
400.0,7590.0,-17.7,31.1
400.0,7590.0,-16.7,65.1
400.0,7599.0,-13.1,60.6
400.0,7599.0,-15.9,50.1
400.0,7599.0,-16.3,38.0
400.0,7599.0,-15.1,35.1
400.0,7599.0,-15.3,60.0
400.0,7611.0,-12.1,66.3
400.0,7611.0,-13.7,55.4
400.0,7611.0,-15.3,24.0
400.0,7611.0,-13.3,18.5
400.0,7611.0,-13.1,66.6
400.0,7620.0,-12.5,20.6
400.0,7660.0,-11.5,47.2
400.0,7681.0,-11.9,69.7
300.0,9580.0,-35.5,89.5
300.0,9619.0,-28.1,34.0
300.0,9629.0,-29.1,56.0
300.0,9629.0,-30.1,65.3
300.0,9641.0,-36.1,79.2
300.0,9641.0,-37.1,47.9
300.0,9641.0,-28.5,37.5
300.0,9650.0,-27.7,41.8
300.0,9659.0,-29.1,50.7
300.0,9659.0,-33.9,31.9
300.0,9659.0,-28.1,51.0
300.0,9659.0,-29.9,50.4
300.0,9659.0,-27.3,66.7
300.0,9659.0,-28.1,67.1
300.0,9671.0,-26.7,31.1
300.0,9671.0,-28.1,56.3
300.0,9680.0,-27.5,86.1
300.0,9680.0,-26.7,51.4
300.0,9680.0,-26.3,46.7
300.0,9680.0,-30.3,62.7
300.0,9680.0,-26.3,38.3
300.0,9680.0,-28.1,64.6
300.0,9680.0,-32.1,32.5
300.0,9690.0,-28.1,62.1
300.0,9690.0,-29.3,55.9
300.0,9699.0,-28.3,41.6
300.0,9699.0,-29.1,37.3
300.0,9699.0,-27.1,62.4
300.0,9699.0,-24.9,63.6
300.0,9699.0,-25.7,67.1
300.0,9711.0,-27.7,62.2
300.0,9720.0,-28.1,30.6
300.0,9738.0,-30.1,36.9
300.0,9751.0,-21.5,63.9
300.0,9760.0,-26.1,56.9
300.0,9821.0,-25.1,52.0
250.0,10811.0,-42.7,88.8
250.0,10939.0,-38.3,42.5
250.0,10939.0,-40.1,37.3
250.0,10961.0,-38.3,42.5
200.0,12180.0,-59.3,86.8
